,sslpm1,sslpm2,slpm_head1,slpm_head2,slpm_body1,slpm_body2,slpm_leg1,slpm_leg2,slpm_distance1,slpm_distance2,slpm_clinch1,slpm_clinch2,slpm_ground1,slpm_ground2,ssapm1,ssapm2,sspercent1,sspercent2,kdpm1,kdpm2,sapm1,sapm2,sdpm1,sdpm2,tdpm1,tdpm2,tdam1,tdam2,tda1,tda2,ctr1,ctr2,sbpm1,sbpm2,revpm1,revpm2,Height1,Height2,Weight1,Weight2,Stance 1_Open,Stance 1_Orthodox,Stance 1_Southpaw,Stance 1_Switch,Stance 1_Sideways,Stance 2_Open,Stance 2_Orthodox,Stance 2_Southpaw,Stance 2_Switch,Stance 2_Sideways,Wins 1,Losses 1,Wins 2,Losses 2,kos1,subs1,decs1,lkos1,lsubs1,ldecs1,kos2,subs2,decs2,lkos2,lsubs2,ldecs2
5963,2.0,3.125,1.125,2.875,0.0,0.0,0.875,0.25,1.875,0.875,0.125,0.0,0.0,2.25,3.625,6.625,55,47,0.0,0.0,2.0,2.0,3.5,1.625,0.0,0.25,0.0,0.75,0.6666666666666666,0.0,0,0,0.0,0.0,0.0,0.0,73.0,73.0,241.0,205.0,0,1,0,0,0.0,0,1,0,0,0,12,6,15,7,0,0,0,0,0,0,0,0,0,0,0,0
5962,0.8985024958402662,1.697171381031614,0.5990016638935108,1.3976705490848587,0.19966722129783693,0.2995008319467554,0.09983361064891846,0.0,0.2995008319467554,0.0,0.39933444259567386,0.19966722129783693,0.19966722129783693,1.497504159733777,1.896838602329451,4.1930116472545755,47,40,0.0,0.0,0.8985024958402662,0.8985024958402662,2.4958402662229617,0.9983361064891847,0.09983361064891846,0.09983361064891846,0.09983361064891846,0.19966722129783693,0.5,0.0,0,0,0.0,0.19966722129783693,0.09983361064891846,0.09983361064891846,72.0,74.0,215.0,200.0,0,1,0,0,0.0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
5961,2.61744966442953,0.20134228187919462,2.214765100671141,0.10067114093959731,0.40268456375838924,0.0,0.0,0.10067114093959731,0.0,0.10067114093959731,0.20134228187919462,0.10067114093959731,2.4161073825503356,0.0,4.228187919463087,0.40268456375838924,61,50,0.0,0.0,2.61744966442953,2.61744966442953,0.20134228187919462,1.610738255033557,0.20134228187919462,0.0,0.5033557046979866,0.0,0.0,0.6,0,0,0.0,0.30201342281879195,0.0,0.0,75.0,73.0,205.0,200.0,0,1,0,0,0.0,0,1,0,0,0,6,2,30,13,1,0,0,0,0,0,0,0,0,0,0,0
5960,7.752808988764045,0.6741573033707865,6.067415730337078,0.6741573033707865,1.348314606741573,0.0,0.33707865168539325,0.0,1.0112359550561798,0.33707865168539325,0.6741573033707865,0.33707865168539325,6.067415730337078,0.0,10.786516853932584,2.696629213483146,71,25,0.0,0.0,7.752808988764045,7.752808988764045,2.0224719101123596,3.033707865168539,0.33707865168539325,0.0,0.33707865168539325,0.0,0.0,0.0,0,0,0.33707865168539325,0.0,0.0,0.0,72.0,69.0,185.0,170.0,0,1,0,0,0.0,0,1,0,0,0,22,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5959,0.6666666666666666,1.0,0.08333333333333333,1.0,0.3333333333333333,0.0,0.25,0.0,0.4166666666666667,0.25,0.25,0.08333333333333333,0.0,0.6666666666666666,0.9166666666666666,2.0,72,50,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.25,0.25,0.0,0.5833333333333334,0.0,0.0,0.5714285714285714,0,0,0.25,0.0,0.0,0.08333333333333333,73.0,74.0,185.0,205.0,0,1,0,0,0.0,0,1,0,0,0,85,17,6,1,0,0,0,0,1,0,0,0,0,0,0,0
5958,11.162790697674419,2.7906976744186047,8.372093023255815,2.7906976744186047,0.0,0.0,2.7906976744186047,0.0,8.372093023255815,2.7906976744186047,2.7906976744186047,0.0,0.0,0.0,19.53488372093023,4.186046511627907,57,66,0.0,0.0,11.162790697674419,11.162790697674419,1.3953488372093024,8.372093023255815,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,75.0,74.0,249.0,345.0,0,1,0,0,0.0,0,1,0,0,0,22,22,13,1,0,0,0,0,0,0,0,0,0,0,0,0
5957,1.5517241379310345,1.0344827586206897,1.0344827586206897,0.0,0.5172413793103449,1.0344827586206897,0.0,0.0,0.5172413793103449,0.5172413793103449,0.5172413793103449,0.5172413793103449,0.5172413793103449,0.0,3.6206896551724137,3.6206896551724137,42,28,0.0,0.0,1.5517241379310345,1.5517241379310345,2.586206896551724,2.0689655172413794,0.5172413793103449,0.0,0.5172413793103449,0.0,0.0,0.0,0,0,0.5172413793103449,0.0,0.0,0.0,75.0,74.0,235.0,230.0,0,1,0,0,0.0,0,1,0,0,0,10,2,16,14,0,0,0,0,0,1,0,0,0,0,0,0
5956,2.125,1.125,2.125,0.25,0.0,0.25,0.0,0.625,0.5,0.75,0.125,0.375,1.5,0.0,6.125,2.0,34,56,0.0,0.0,2.125,2.125,0.875,4.0,0.5,0.0,0.5,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,70.0,74.0,205.0,221.0,0,1,0,0,0.0,0,1,0,0,0,13,13,10,12,0,0,0,0,0,0,0,0,0,0,0,0
5955,2.3195876288659796,0.9278350515463918,1.0824742268041236,0.6185567010309279,0.0,0.0,1.2371134020618557,0.30927835051546393,1.2371134020618557,0.30927835051546393,0.15463917525773196,0.0,0.9278350515463918,0.6185567010309279,4.175257731958763,3.402061855670103,55,27,0.0,0.0,2.3195876288659796,2.3195876288659796,2.4742268041237114,1.8556701030927836,0.0,0.0,0.0,0.15463917525773196,1.0,0.0,0,0,0.30927835051546393,0.0,0.0,0.0,75.0,72.0,235.0,240.0,0,1,0,0,0.0,0,1,0,0,0,11,2,252,52,0,1,0,0,0,1,0,0,0,0,0,0
5954,8.670520231213873,1.3872832369942196,4.161849710982659,1.0404624277456647,4.508670520231214,0.0,0.0,0.3468208092485549,0.0,0.0,8.323699421965317,1.3872832369942196,0.3468208092485549,0.0,11.098265895953757,1.7341040462427746,78,80,0.3468208092485549,0.0,8.670520231213873,8.670520231213873,0.3468208092485549,2.4277456647398843,0.0,0.0,0.0,0.6936416184971098,1.0,0.0,0,0,0.0,0.0,0.0,0.0,71.0,71.0,205.0,196.0,0,1,0,0,0.0,0,1,0,0,0,30,7,2,2,0,0,0,1,0,0,0,0,0,0,0,0
5953,4.444444444444445,0.0,2.2222222222222223,0.0,2.2222222222222223,0.0,0.0,0.0,2.2222222222222223,0.0,0.7407407407407407,0.0,1.4814814814814814,0.0,4.444444444444445,2.2222222222222223,100,0,0.7407407407407407,0.0,4.444444444444445,4.444444444444445,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.4814814814814814,0.0,0.0,71.0,68.0,170.0,155.0,0,1,0,0,0.0,0,1,0,0,0,25,20,6,1,1,0,0,0,0,0,0,0,0,0,0,0
5952,1.3846153846153846,1.5384615384615385,0.7692307692307693,1.4615384615384615,0.46153846153846156,0.07692307692307693,0.15384615384615385,0.0,0.3076923076923077,0.0,0.07692307692307693,0.0,1.0,1.5384615384615385,2.230769230769231,4.6923076923076925,62,32,0.0,0.0,1.3846153846153846,1.3846153846153846,3.1538461538461537,0.8461538461538461,0.0,0.46153846153846156,0.0,0.46153846153846156,0.0,0.0,0,0,0.07692307692307693,0.0,0.0,0.0,73.0,70.0,205.0,205.0,0,1,0,0,0.0,0,1,0,0,0,27,4,14,13,1,0,0,0,0,0,0,0,1,0,0,0
5951,5.0602409638554215,0.0,4.337349397590361,0.0,0.7228915662650602,0.0,0.0,0.0,0.7228915662650602,0.0,0.0,0.0,4.337349397590361,0.0,9.397590361445783,2.1686746987951806,53,0,0.0,0.0,5.0602409638554215,5.0602409638554215,2.1686746987951806,4.337349397590361,0.7228915662650602,0.0,1.4457831325301205,0.0,0.0,0.5,0,0,0.0,0.0,0.0,0.0,67.0,73.0,170.0,170.0,0,0,1,0,0.0,0,1,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0
5950,12.857142857142858,0.0,12.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.857142857142858,0.0,17.142857142857142,4.285714285714286,75,0,0.0,0.0,12.857142857142858,12.857142857142858,4.285714285714286,4.285714285714286,2.142857142857143,0.0,2.142857142857143,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,74.0,72.0,280.0,335.0,0,1,0,0,0.0,0,1,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5949,2.0,3.5555555555555554,1.5555555555555556,3.111111111111111,0.0,0.0,0.4444444444444444,0.4444444444444444,2.0,2.888888888888889,0.0,0.6666666666666666,0.0,0.0,9.555555555555555,10.222222222222221,20,34,0.2222222222222222,0.0,2.0,2.0,6.666666666666667,7.555555555555555,0.0,0.0,0.0,0.2222222222222222,1.0,0.0,0,0,0.0,0.0,0.0,0.0,73.0,74.0,241.0,233.0,0,1,0,0,0.0,0,1,0,0,0,13,6,7,2,0,0,1,0,0,0,0,0,0,0,0,0
5948,1.1,1.2,0.7,1.0,0.2,0.2,0.2,0.0,0.4,0.0,0.0,0.1,0.7,1.1,1.4,3.1,78,38,0.0,0.0,1.1,1.1,1.9,0.3,0.0,0.0,0.3,0.0,0.0,1.0,75,420,0.3,0.0,0.1,0.0,71.0,73.0,225.0,225.0,0,1,0,0,0.0,0,1,0,0,0,26,17,7,4,0,0,1,1,0,0,0,0,0,0,0,0
5947,4.846153846153846,0.23076923076923078,4.615384615384615,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,4.846153846153846,0.0,8.076923076923077,0.46153846153846156,60,50,0.0,0.23076923076923078,4.846153846153846,4.846153846153846,0.23076923076923078,3.230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,237,14,0.46153846153846156,0.0,0.23076923076923078,0.0,69.0,71.0,199.0,183.0,0,1,0,0,0.0,1,0,0,0,0,10,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0
5946,7.473309608540926,0.0,5.765124555160142,0.0,0.6405693950177936,0.0,1.0676156583629892,0.0,1.708185053380783,0.0,0.6405693950177936,0.0,5.124555160142349,0.0,12.597864768683275,2.9893238434163703,59,0,0.0,0.0,7.473309608540926,7.473309608540926,2.9893238434163703,5.124555160142349,0.0,0.0,0.0,0.21352313167259787,1.0,0.0,177,0,0.0,0.0,0.0,0.0,73.0,72.0,185.0,170.0,0,1,0,0,0.0,0,0,1,0,0,86,17,12,12,0,1,0,0,1,0,0,0,0,0,0,0
5945,3.508771929824561,7.719298245614035,3.508771929824561,6.666666666666667,0.0,1.0526315789473684,0.0,0.0,1.4035087719298245,2.807017543859649,1.0526315789473684,4.912280701754386,1.0526315789473684,0.0,7.017543859649122,16.842105263157894,50,45,0.3508771929824561,0.0,3.508771929824561,3.508771929824561,9.12280701754386,3.508771929824561,0.0,0.0,0.0,0.0,0.0,0.0,28,28,0.0,0.0,0.0,0.0,74.0,74.0,345.0,280.0,0,1,0,0,0.0,0,1,0,0,0,13,2,15,5,0,0,0,1,0,0,1,0,0,0,0,0
5944,0.8,0.2,0.4,0.0,0.0,0.0,0.4,0.2,0.4,0.2,0.0,0.0,0.4,0.0,0.8,0.2,100,100,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,34,221,0.0,0.4,0.0,0.0,74.0,73.0,221.0,210.0,0,1,0,0,0.0,0,1,0,0,0,10,13,9,3,0,0,0,0,0,1,0,0,0,0,0,0
5943,2.5,0.0,1.3,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.3,0.0,3.2,0.0,78,0,0.1,0.0,2.5,2.5,0.0,0.7,0.1,0.0,0.2,0.5,1.0,0.5,461,97,0.0,0.0,0.0,0.0,72.0,74.0,240.0,200.0,0,1,0,0,0.0,0,1,0,0,0,252,53,4,5,0,0,0,0,1,0,0,0,0,0,0,0
5942,1.9796954314720812,1.5228426395939085,0.9137055837563451,0.45685279187817257,0.7614213197969543,0.15228426395939088,0.30456852791878175,0.9137055837563451,0.9137055837563451,0.6091370558375635,1.0659898477157361,0.7614213197969543,0.0,0.15228426395939088,6.395939086294416,2.8934010152284264,30,52,0.0,0.0,1.9796954314720812,1.9796954314720812,1.3705583756345177,4.416243654822335,0.0,0.0,0.0,0.15228426395939088,1.0,0.0,96,4,0.0,0.0,0.0,0.0,70.0,68.0,170.0,155.0,0,1,0,0,0.0,0,1,0,0,0,25,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0
5941,3.3245382585751977,1.7414248021108178,2.37467018469657,1.7414248021108178,0.9498680738786279,0.0,0.0,0.0,1.7414248021108178,0.0,0.7915567282321899,0.47493403693931396,0.7915567282321899,1.266490765171504,7.282321899736147,4.116094986807388,45,42,0.158311345646438,0.0,3.3245382585751977,3.3245382585751977,2.37467018469657,3.9577836411609497,0.0,0.316622691292876,0.0,1.266490765171504,0.75,0.0,20,154,0.158311345646438,0.0,0.0,0.0,68.0,70.0,185.0,199.0,0,1,0,0,0.0,0,1,0,0,0,12,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0
5940,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,100,0,2.0,0.0,6.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,8,1,0.0,0.0,0.0,0.0,69.0,71.0,220.0,230.0,0,1,0,0,0.0,0,1,0,0,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5939,1.40625,0.46875,0.9375,0.0,0.0,0.0,0.46875,0.46875,0.9375,0.46875,0.46875,0.0,0.0,0.0,1.875,3.28125,75,14,0.0,0.0,1.40625,1.40625,2.8125,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.0,2,79,0.46875,0.0,0.0,0.0,73.0,74.0,185.0,230.0,0,1,0,0,0.0,0,1,0,0,0,87,17,16,15,1,1,0,0,1,0,0,0,0,0,1,0
